store_number,store_name,dba,address,address_line_2,city,state,zip_code,country,phone_number,store_type,website_address,latitude,longitude,country_code,county,geo_accuracy
72dfb599-458a-e111-8dde-005056934050,Clarence Store And Attended Donation Center,Goodwill Industries,232a Tolland Turnpike,,Manchester,CT,06042,United States,(860) 643-2709,"Donation Center,retail Store",Http://www.gwct.org,41.8110679,-72.51370361,US,Hartford,AGGDATA_VERIFIED: ROOFTOP
7b4ee869-458a-e111-8dde-005056934050,West Seneca Attended Donation Center Trailer,Goodwill Industries,349 New Britain Ave,,Plainville,CT,06062,United States,(860) 410-8090,"Donation Center,retail Store",Http://www.goodwillsne.org,41.675328,-72.838382,US,Hartford,AGGDATA_VERIFIED: ROOFTOP
B7b81881-0ba3-ed11-8107-00505689ac90,West Seneca Store And Attended Donation Center,Goodwill Industries,80 Town Line Rd,,Rocky Hill,CT,06067,United States,(860) 529-6838,"Donation Center,retail Store",Http://www.goodwillsne.org,41.68179501,-72.65771678,US,Hartford,AGGDATA_VERIFIED: ROOFTOP
C5307fd2-78cf-e511-bed2-005056890337,Cheektowaga Store And Attended Donation Center,Goodwill Industries,65 Palomba Drive,,Enfield,CT,06082,United States,(860) 749-6937,"Career Services,donation Center,retail Store",Http://www.gwct.org,41.99230987,-72.56945685,US,Hartford,AGGDATA_VERIFIED: ROOFTOP
7d6eada5-458a-e111-8dde-005056934050,Amherst (west) Attended Donation Center Trailer,Goodwill Industries,315 New Park Avenue,,Hartford,CT,06106,United States,(860) 278-5890,"Career Services,donation Center",Http://www.gwct.org,41.74735996,-72.71351762,US,Hartford,AGGDATA_VERIFIED: ROOFTOP
221c09a6-d33c-e811-80dc-00505689ac90,Niagara Falls Store And Attended Donation Center,Goodwill Industries,670 Long Hill Rd,,Groton,CT,06340,United States,(860) 448-6400,"Donation Center,retail Store",Http://www.goodwillsne.org,41.35109087,-72.05491828,US,New London,AGGDATA_VERIFIED: ROOFTOP
54ce4d76-5bae-ee11-8117-00505689ac90,Avon - Attended Donation Center,Goodwill Industries,214 Flanders Road,,East Lyme,CT,06357,United States,(860) 691-3355,Donation Center,Http://www.goodwillsne.org,41.35371567,-72.21107335,US,New London,AGGDATA_VERIFIED: ROOFTOP
3831f951-458a-e111-8dde-005056934050,Brockport - Donation Bin,Goodwill Industries,201 Salem Turnpike,,Norwich,CT,06360,United States,(860) 204-0018,"Donation Center,retail Store",Http://www.goodwillsne.org,41.50841975,-72.12109929,US,New London,AGGDATA_VERIFIED: ROOFTOP
F56478ed-458a-e111-8dde-005056934050,Brockport - Store,Goodwill Industries,249 West Main Street,,Branford,CT,06405,United States,(203) 481-7777,"Career Services,donation Center,retail Store",Http://www.goodwillsne.org,41.27788584,-72.85348438,US,New Haven,AGGDATA_VERIFIED: ROOFTOP
Cfab4211-3dfa-ed11-810d-00505689ac90,Canandaigua - Store,Goodwill Industries,935 S Main St,,Cheshire,CT,06410,United States,(475) 222-2750,"Donation Center,retail Store",Http://www.goodwillsne.org,41.4798156,-72.90694513,US,New Haven,AGGDATA_VERIFIED: ROOFTOP
1d0c0740-458a-e111-8dde-005056934050,Fairport - Attended Donation Center,Goodwill Industries,369 E Main St,,Clinton,CT,06413,United States,(860) 664-9211,"Donation Center,retail Store",Http://www.goodwillsne.org,41.27425679,-72.48752005,US,Middlesex,AGGDATA_VERIFIED: ROOFTOP
37137ce1-458a-e111-8dde-005056934050,Perinton - Attended Donation Center,Goodwill Industries,179 Linwood Avenue,,Colchester,CT,06415,United States,(860) 607-0504,Donation Center,Http://www.goodwillsne.org,41.570821,-72.336526,US,New London,PREMISE: ROOFTOP
824dfd57-458a-e111-8dde-005056934050,Geneseo - Store,Goodwill Industries,77 Berlin Road,,Cromwell,CT,06416,United States,(860) 632-5600,Donation Center,Http://www.goodwillsne.org,41.60148263,-72.69312596,US,Hartford,AGGDATA_VERIFIED: ROOFTOP
E4b574f9-458a-e111-8dde-005056934050,Honeoye Falls - Attended Donation Center,Goodwill Industries,77 Berlin Rd.,,Cromwell,CT,06416,United States,(860) 632-5600,Donation Center,Http://www.goodwillsne.org,41.60148263,-72.69312596,US,Middlesex,AGGDATA_VERIFIED: ROOFTOP
39cb6beb-9602-eb11-80eb-00505689ac90,Penfield - Attended Donation Center,Goodwill Industries,725 Boston Post Road,,Guilford,CT,06437,United States,(203) 453-5995,Donation Center,Http://www.goodwillsne.org,41.28904514,-72.67287705,US,New Haven,AGGDATA_VERIFIED: ROOFTOP
80dfb599-458a-e111-8dde-005056934050,Macedon - Store,Goodwill Industries,955 Washington Street,,Middletown,CT,06457,United States,(860) 347-5404,"Donation Center,retail Store",Http://www.goodwillsne.org,41.55255812,-72.68636545,US,Middlesex,AGGDATA_VERIFIED: ROOFTOP
385108da-38e1-e911-80e2-00505689ac90,Victor - Store,Goodwill Industries,1712 Boston Post Road,,Milford,CT,06460,United States,(203) 878-6242,"Donation Center,retail Store",Http://www.gwct.org,41.2492061,-73.0241499,US,New Haven,AGGDATA_VERIFIED: ROOFTOP
9ddeca87-458a-e111-8dde-005056934050,Webster - Store,Goodwill Industries,252 Monroe Turnpike,,Monroe,CT,06460,United States,(203) 445-0884,"Donation Center,retail Store",Http://www.gwct.org,41.3013505,-73.2229949,US,Fairfield,AGGDATA_VERIFIED: ROOFTOP
Fc83e06f-458a-e111-8dde-005056934050,Greece - Attended Donation Center,Goodwill Industries,432 Washington Avenue,,North Haven,CT,06473,United States,(203) 777-2000,,Http://www.goodwillsne.org,41.41107824,-72.84178605,US,New Haven,AGGDATA_VERIFIED: ROOFTOP
5a830ad9-def5-ef11-8117-00505689ac90,Greece - Donation Center On Dewey,Goodwill Industries,305 Boston Post Rd.,,Orange,CT,06477,United States,(203) 584-9007,"Donation Center,retail Store",Http://www.goodwillsne.org,41.26566433,-73.00362082,US,New Haven,AGGDATA_VERIFIED: ROOFTOP
5539b59f-458a-e111-8dde-005056934050,Goodwill Of The Finger Lakes,Goodwill Industries,274 Oxford Road,,Oxford,CT,06478,United States,(203) 463-7989,"Donation Center,retail Store",Http://www.gwct.org,41.421594,-73.107604,US,New Haven,PREMISE: ROOFTOP
A74ee869-458a-e111-8dde-005056934050,Rochester - Store,Goodwill Industries,397 Bridgeport Avenue,,Shelton,CT,06484,United States,(203) 567-7975,"Career Services,donation Center,retail Store",Http://www.gwct.org,41.2951521,-73.110753,US,Fairfield,STREET_ADDRESS: ROOFTOP
D9d69582-4303-eb11-80eb-00505689ac90,Irondequoit - Attended Donation Center,Goodwill Industries,350 Queen St,,Southington,CT,06489,United States,(860) 621-0775,"Donation Center,retail Store",Http://www.goodwillsne.org,41.62626974,-72.87454825,US,Hartford,AGGDATA_VERIFIED: ROOFTOP
13e59bc3-458a-e111-8dde-005056934050,Henrietta - Donation Bin,Goodwill Industries,1145 North Colony Rd,,Wallingford,CT,06492,United States,(203) 265-4211,"Donation Center,retail Store",Http://www.goodwillsne.org,41.50177289,-72.81157636,US,New Haven,AGGDATA_VERIFIED: ROOFTOP
280c0740-458a-e111-8dde-005056934050,Henrietta - Store,Goodwill Industries,61 Amity Rd,,Westville,CT,06515,United States,(203) 397-2735,"Donation Center,retail Store",Http://www.goodwillsne.org,41.33629759,-72.97712378,US,New Haven,AGGDATA_VERIFIED: ROOFTOP
8d83e06f-458a-e111-8dde-005056934050,Henrietta - Donation Bin,Goodwill Industries,2901 State Street,,Hamden,CT,06517,United States,(203) 248-1600,"Donation Center,outlet Store",Http://www.goodwillsne.org,41.35995189,-72.88796581,US,New Haven,AGGDATA_VERIFIED: ROOFTOP
C6bf29b5-4203-eb11-80eb-00505689ac90,Henrietta - Attended Donation Center,Goodwill Industries,165 Ocean Terrace,,Bridgeport,CT,06605,United States,(203) 368-6511,"Career Services,donation Center,retail Store",Http://www.gwct.org,41.16111551,-73.21910983,US,Fairfield,AGGDATA_VERIFIED: ROOFTOP
D61e7545-71ff-ea11-80eb-00505689ac90,Rochester - Clearance Center,Goodwill Industries,165 Ocean Terrace,,Bridgeport,CT,06605,United States,(203) 581-5369,"Career Services,donation Center,retail Store",Http://www.gwct.org,41.16111551,-73.21910983,US,Fairfield,AGGDATA_VERIFIED: ROOFTOP
Dfa7a256-2623-e911-80e0-00505689ac90,Gates - Attended Donation Center,Goodwill Industries,943 Wolcott Street,,Waterbury,CT,06704,United States,(203) 596-1216,"Career Services,donation Center,retail Store",Http://www.gwct.org,41.56784,-73.0093417,US,New Haven,PREMISE: ROOFTOP
226b44d6-fa0f-ec11-80f5-00505689ac90,Penfield - Attended Donation Center,Goodwill Industries,115 Danbury Road,,New Milford,CT,06776,United States,(860) 354-9182,"Donation Center,retail Store",Http://www.gwct.org,41.5576924,-73.41592874,US,Litchfield,AGGDATA_VERIFIED: ROOFTOP
813b8ca0-d3f5-ef11-8117-00505689ac90,Greece Ridge Mall - Store,Goodwill Industries,1849 E Main St,,Torrington,CT,06790,United States,(860) 489-8670,"Donation Center,retail Store",Http://www.gwct.org,41.82195836,-73.07861924,US,Litchfield,AGGDATA_VERIFIED: ROOFTOP
4a2842d5-2787-ef11-8117-00505689ac90,Olean Attended Donation Center,Goodwill Industries,165 Federal Road,,Brookfield,CT,06804,United States,(203) 775-6861,"Donation Center,retail Store",Http://www.gwct.org,41.43944859,-73.40603314,US,Fairfield,AGGDATA_VERIFIED: ROOFTOP
3f0c95ac-d521-f011-8117-00505689ac90,Ithaca - Store,Goodwill Industries,67 Newtown Rd,,Danbury,CT,06810,United States,(203) 368-6511,"Donation Center,retail Store",Http://www.gwct.org,41.405841,-73.418284,US,Fairfield,PREMISE: ROOFTOP
A8b23023-da4f-ed11-8104-00505689ac90,Belle Vernon Store,Goodwill Industries,500 Kings Highway E.,,Fairfield,CT,06825,United States,(203) 683-1603,"Donation Center,retail Store",Http://www.gwct.org,41.17172119,-73.23000121,US,Fairfield,AGGDATA_VERIFIED: ROOFTOP
C9f4a1b7-458a-e111-8dde-005056934050,Cheswick Store,Goodwill Industries,49 Holly Hill Ln,,Greenwich,CT,06830,United States,,Donation Center,Http://www.gwct.org,41.01632157,-73.64535018,US,Fairfield,AGGDATA_VERIFIED: ROOFTOP
5219f063-458a-e111-8dde-005056934050,Gibsonia Store,Goodwill Industries,15 Cross Street,,Norwalk,CT,06851,United States,(203) 840-0361,"Career Services,donation Center,retail Store",Http://www.gwct.org,41.11999659,-73.41382534,US,Fairfield,AGGDATA_VERIFIED: ROOFTOP
D039fc4b-458a-e111-8dde-005056934050,Natrona Heights Store,Goodwill Industries,"Recycling Center, 59 South St",,Ridgefield,CT,06877,United States,,Donation Center,Http://www.gwct.org,41.28846821,-73.49026384,US,Fairfield,AGGDATA_VERIFIED: ROOFTOP
Fd4ee869-458a-e111-8dde-005056934050,Rochester Store,Goodwill Industries,1212 East Putnam Avenue,,Riverside,CT,06878,United States,(203) 983-7340,Donation Center,Http://www.gwct.org,41.041284,-73.57969,US,Fairfield,PREMISE: ROOFTOP
1c39b59f-458a-e111-8dde-005056934050,Wexford Donation Express Center,Goodwill Industries,1700 Post Road East,,Westport,CT,06880,United States,(203) 259-3943,"Donation Center,retail Store",Http://www.gwct.org,41.13761106,-73.30418028,US,Fairfield,AGGDATA_VERIFIED: ROOFTOP
B08c8691-da13-e411-afbc-0050568924e6,Heidelberg Outlet,Goodwill Industries,587 Elm Street,,Stamford,CT,06902,United States,(203) 327-8240,"Donation Center,retail Store",Http://www.gwct.org,41.048369,-73.525336,US,Fairfield,PREMISE: ROOFTOP
2297bde0-a7bd-e711-8e76-005056890337,West Mifflin,Goodwill Industries,1 W Broad St,,Stamford,CT,06902,United States,(203) 363-5228,"Donation Center,retail Store",Http://www.gwct.org,41.05573856,-73.54418225,US,Fairfield,AGGDATA_VERIFIED: ROOFTOP
87db7872-3408-eb11-80eb-00505689ac90,Goodwill Mckeesport Employment And Training Center,Goodwill Industries,10 Commerce Court,,Verona,NJ,07044,United States,,Donation Center,Http://www.goodwillnynj.org,40.84139559,-74.23560603,US,Essex,AGGDATA_VERIFIED: ROOFTOP
D6e49bc3-458a-e111-8dde-005056934050,North Versailles Outlet,Goodwill Industries,Jamesway & West Hanover Avenue,,Morris Township,NJ,07046,United States,,Donation Center,Http://www.goodwillnynj.org,40.831078,-74.5213078,US,Essex,AGGDATA_VERIFIED: ROOFTOP
Afb08ecf-458a-e111-8dde-005056934050,Monroeville Store,Goodwill Industries,55 Pocono Road,,Mountain Lakes,NJ,07046,United States,,Donation Center,Http://www.goodwillnynj.org,40.88498506,-74.45315329,US,Morris,AGGDATA_VERIFIED: ROOFTOP
F113c38d-458a-e111-8dde-005056934050,Lawrenceville Store,Goodwill Industries,649 Morris Turnpike,,Springfield,NJ,07081,United States,(973) 376-6541,Donation Center,Http://www.goodwillnynj.org,40.7176757,-74.3275181,US,Union,AGGDATA_VERIFIED: ROOFTOP
Fb18f063-458a-e111-8dde-005056934050,Goodwill Of Southwestern Pennsylvania,Goodwill Industries,1 Ace Road,,Butler,NJ,07405,United States,,Donation Center,Http://www.goodwillnynj.org,41.00356978,-74.34465492,US,Passaic,AGGDATA_VERIFIED: ROOFTOP
B1dfb599-458a-e111-8dde-005056934050,South Side Store,Goodwill Industries,30 Broadway,,Elmwood Park,NJ,07407,United States,(201) 794-4670,"Donation Center,retail Store",Http://www.goodwillnynj.org,40.91779945,-74.12810385,US,Bergen,AGGDATA_VERIFIED: ROOFTOP
461a94c9-458a-e111-8dde-005056934050,Robinson Store,Goodwill Industries,20-05 Saddle River Road,,Fairlawn,NJ,07410,United States,,Donation Center,Http://www.goodwillnynj.org,40.9499595,-74.10517087,US,Bergen,AGGDATA_VERIFIED: ROOFTOP
3d83f55d-458a-e111-8dde-005056934050,Centre Avenue Store,Goodwill Industries,23 Hollywood Avenue,,Ho-Ho-Kus,NJ,07423,United States,,Donation Center,Http://www.goodwillnynj.org,41.00209513,-74.11466084,US,Bergen,AGGDATA_VERIFIED: ROOFTOP
44a14946-3308-eb11-80eb-00505689ac90,Northside Common Ministries,Goodwill Industries,561 Route 23,,Pompton Plains,NJ,07444,United States,(973) 616-2860,"Donation Center,retail Store",Http://www.goodwillnynj.org,40.96936227,-74.28723654,US,Morris,AGGDATA_VERIFIED: ROOFTOP
5449bb93-458a-e111-8dde-005056934050,Banksville Store,Goodwill Industries,West Side Plaza,,Ramsey,NJ,07446,United States,,Donation Center,Http://www.goodwillnynj.org,41.09899427,-74.01689736,US,Westchester,AGGDATA_VERIFIED: ROOFTOP
377dc842-2aa3-ed11-8107-00505689ac90,West Liberty Donation Express Center,Goodwill Industries,30 Lycosky Drive,,West Milford,NJ,07480,United States,,Donation Center,Http://www.goodwillnynj.org,41.13295682,-74.34605084,US,Passaic,AGGDATA_VERIFIED: ROOFTOP
28aba532-c81e-eb11-80ec-00505689ac90,Penn Hills Store,Goodwill Industries,1 Plant Road,,Hasbrouck Heights,NJ,07604,United States,,Donation Center,Http://www.goodwillnynj.org,40.85232535,-74.0713856,US,Bergen,AGGDATA_VERIFIED: ROOFTOP
70427843-d887-e211-87d7-0050568924e6,North Hills Store,Goodwill Industries,400 Huyler Street,,South Hackensack,NJ,07606,United States,(201) 727-8215,"Donation Center,outlet Store",Http://www.goodwillnynj.org,40.866554,-74.047941,US,Bergen,PREMISE: ROOFTOP
43e6cd81-458a-e111-8dde-005056934050,Washington Store,Goodwill Industries,456 Broad Street,,Shrewsbury,NJ,07702,United States,,Donation Center,Http://www.goodwillnj.org,40.33656961,-74.06380937,US,Monmouth,AGGDATA_VERIFIED: ROOFTOP
8e6c7be7-458a-e111-8dde-005056934050,Peters Township Store,Goodwill Industries,One North Mall Drive,,Ocean,NJ,07712,United States,(732) 643-1064,"Donation Center,retail Store",Http://www.goodwillnj.org,40.23391674,-74.04146101,US,Monmouth,AGGDATA_VERIFIED: ROOFTOP
4484e06f-458a-e111-8dde-005056934050,Uniontown Store,Goodwill Industries,1002-a State Route 36,,Atlantic Highlands,NJ,07716,United States,(732) 639-5565,"Donation Center,retail Store",Http://www.goodwillnj.org,40.40204523,-74.0272575,US,Morris,AGGDATA_VERIFIED: ROOFTOP
5566aaab-458a-e111-8dde-005056934050,Goodwill Of Southwestern Pennsylvania - Fayette Campus,Goodwill Industries,2200 North Route 34,,Wall,NJ,07719,United States,,Donation Center,Http://www.goodwillnj.org,40.14387903,-74.0929211,US,Monmouth,AGGDATA_VERIFIED: ROOFTOP
04b18ecf-458a-e111-8dde-005056934050,Somerset Retail Store,Goodwill Industries,3035-b State Highway 35 North,,Hazlet,NJ,07730,United States,(732) 566-0277,"Donation Center,retail Store",Http://www.goodwillnj.org,40.419995,-74.179226,US,Monmouth,PREMISE: ROOFTOP
410c0740-458a-e111-8dde-005056934050,Bedford Retail Store,Goodwill Industries,21-25 Union Street,,Rockaway,NJ,07866,United States,,Donation Center,Http://www.goodwillnynj.org,40.90419394,-74.50869564,US,Morris,AGGDATA_VERIFIED: ROOFTOP
E9dfb599-458a-e111-8dde-005056934050,Greensburg Store,Goodwill Industries,226 Highway 46,,Rockaway,NJ,07866,United States,(973) 983-5693,"Donation Center,retail Store",Http://www.goodwillnynj.org,40.88973346,-74.51426805,US,Morris,AGGDATA_VERIFIED: ROOFTOP
15bbc63b-8053-ec11-80f7-00505689ac90,Delmont Store,Goodwill Industries,"50 Route 24 (cr 513) Chester, Nj 07930",,Chester,NJ,07930,United States,(908) 879-7208,Donation Center,Http://www.goodwillnynj.org,40.780185,-74.725465,US,Morris,STREET_ADDRESS: ROOFTOP
A919f063-458a-e111-8dde-005056934050,North Huntingdon Store,Goodwill Industries,South Orange Avenue/columbia Turnpike,,Florham Park,NJ,07932,United States,,Donation Center,Http://www.goodwillnynj.org,40.71776547,-74.32750475,US,Essex,AGGDATA_VERIFIED: ROOFTOP
67de602f-20e3-e511-a94f-005056890337,Latrobe Retail Store And Donation Center,Goodwill Industries,263 Tabor Road,,Morris Plains,NJ,07950,United States,,Donation Center,Http://www.goodwillnynj.org,40.84761655,-74.4743181,US,Morris,AGGDATA_VERIFIED: ROOFTOP
B0dfb599-458a-e111-8dde-005056934050,Mt. Pleasant Store,Goodwill Industries,Rte 561 &browning Lane,,Cherry Hill,NJ,08003,United States,,Donation Center,Http://www.goodwillnj.org,39.87869853,-75.00102047,US,Camden,AGGDATA_VERIFIED: ROOFTOP
Cee49bc3-458a-e111-8dde-005056934050,Indiana Retail Store,Goodwill Industries,818 Delsea Dr N,,Glassboro,NJ,08028,United States,(856) 307-9175,"Donation Center,retail Store",Http://www.goodwillnj.org,39.72139029,-75.11255645,US,Gloucester,AGGDATA_VERIFIED: ROOFTOP
7a51053a-458a-e111-8dde-005056934050,Blairsville Retail Store,Goodwill Industries,300 Benigno Blvd.,,Bellmawr,NJ,08031,United States,(609) 396-1513,"Donation Center,retail Store",Http://www.goodwillnj.org,39.86075289,-75.09030882,US,Camden,AGGDATA_VERIFIED: ROOFTOP
F283e06f-458a-e111-8dde-005056934050,Punxsutawney Store & Donation Center,Goodwill Industries,330 Benigno Blvd.,,Bellmawr,NJ,08031,United States,(856) 931-1361,"Donation Center,outlet Store",Http://www.goodwillnj.org,39.85978521,-75.09146621,US,Camden,AGGDATA_VERIFIED: ROOFTOP
1939881c-2887-ef11-8117-00505689ac90,Punxsutawney Attended Donation Center,Goodwill Industries,170 Grove Street,,Haddonfield,NJ,08033,United States,,Donation Center,Http://www.goodwillnj.org,39.90330288,-75.03220265,US,Camden,AGGDATA_VERIFIED: ROOFTOP
624dfd57-458a-e111-8dde-005056934050,Dubois Main Street Store,Goodwill Industries,610 Kresson Road,,Cherry Hill,NJ,08034,United States,,Donation Center,Http://www.goodwillnj.org,39.889697,-74.999557,US,Camden,AGGDATA_VERIFIED: ROOFTOP
6366aaab-458a-e111-8dde-005056934050,Dubois Blvd Store & Donation Center,Goodwill Industries,200 N White Horse Pike,,Hammonton,NJ,08037,United States,(609) 704-1744,"Donation Center,retail Store",Http://www.goodwillnj.org,39.6407842,-74.781534,US,Atlantic,AGGDATA_VERIFIED: ROOFTOP
E036fa37-2687-ef11-8117-00505689ac90,Dubois Brady St Attended Donation Center,Goodwill Industries,"476 Centennial Blvd., #17",,Voorhees,NJ,08043,United States,,Donation Center,Http://www.goodwillnj.org,39.85537755,-74.95044526,US,Camden,AGGDATA_VERIFIED: ROOFTOP
E27e1c97-2687-ef11-8117-00505689ac90,Dubois B-line Attended Donation Center,Goodwill Industries,4314 Route 130,,Willingboro,NJ,08046,United States,(609) 877-4900,"Donation Center,retail Store",Http://www.goodwillnj.org,40.04727077,-74.9009201,US,Burlington,AGGDATA_VERIFIED: ROOFTOP
