return_id,order_id,sku,return_date,return_reason,refund_amount,refund_status
RET000347,ORD0081592,SKU009105,2025-12-15,size too small,636.52,Rejected
RET000348,ORD0063200,SKU010711,2025-08-12,device faulty,235.13,Processed
RET000349,ORD0044257,SKU002367,2025-04-24,wrong colour delivered,226.93,Pending
RET000350,ORD0017765,SKU004852,2026-11-01,not as described,1133.74,Processed
RET000351,ORD0011816,SKU006573,2025-04-21,battery dead,348.68,Processed
RET000352,ORD0030766,SKU001406,2025-12-03,Delayed delivery,431.28,Processed
RET000353,ORD0106104,SKU007098,2026-03-26,size too small,2126.09,Pending
RET000354,ORD0083731,SKU009339,2025-05-21,late delivery no longer needed,479.72,Processed
RET000355,ORD0091369,SKU004015,2026-07-07,size too small,514.14,Processed
RET000356,ORD0051644,SKU010730,2026-03-12,quality not as expected,596.92,Processed
RET000357,ORD0007246,SKU007604,2025-06-22,not working,989.93,Processed
RET000358,ORD0043862,SKU002438,2026-06-19,looks different online,297.02,Processed
RET000359,ORD0022886,SKU000036,2025-11-19,wrong size ordered,529.05,Processed
RET000360,ORD0063210,SKU007970,2025-10-27,size chart misleading,148.88,Processed
RET000361,ORD0031086,SKU008031,2025-06-07,size too small,802.08,Pending
RET000362,ORD0021282,SKU008509,2025-06-30,different from website photo,902.36,Pending
RET000363,ORD0003605,SKU001070,2025-03-12,Not what I ordered,1350.65,Processed
RET000364,ORD0111032,SKU012374,2026-01-25,size too small,369.98,Processed
RET000365,ORD0077828,SKU004688,2026-06-29,Damaged in transit,327.35,Processed
RET000366,ORD0051402,SKU010969,2025-08-27,changed my mind,1191.69,Pending
RET000367,ORD0003516,SKU000999,2026-01-24,broken on arrival,464.13,Processed
RET000368,ORD0026386,SKU004023,2025-08-04,SIZE PROBLEM,337.02,Processed
RET000369,ORD0116046,SKU007789,2025-11-15,quality not as expected,747.28,Processed
RET000370,ORD0104435,SKU011212,2025-10-10,poor quality,384.0,Processed
RET000371,ORD0046215,SKU012083,2025-03-23,SIZE PROBLEM,1094.92,Processed
RET000372,ORD0089421,SKU002175,2026-04-03,wrong colour delivered,1707.77,Processed
RET000373,ORD0037079,SKU003522,2025-09-26,size chart misleading,334.77,Processed
RET000374,ORD0019892,SKU005499,2026-01-19,found cheaper elsewhere,3029.22,Processed
RET000375,ORD0118410,SKU002824,2025-10-17,received different product,493.24,Processed
RET000376,ORD0051380,SKU001086,2025-04-27,too tight,174.17,Processed
RET000377,ORD0018073,SKU007743,2026-06-12,size chart misleading,2008.23,Pending
RET000378,ORD0010000,SKU003767,2025-11-23,broken on arrival,818.06,Processed
RET000379,ORD0045308,SKU009076,2026-06-02,wrong size ordered,692.02,Processed
RET000380,ORD0041337,SKU011794,2025-04-06,didnt fit,341.65,Processed
RET000381,ORD0110650,SKU001466,2026-05-31,received different product,302.36,Processed
RET000382,ORD0024281,SKU006313,2025-08-30,broken on arrival,534.93,Processed
RET000383,ORD0046766,SKU004361,2025-10-15,wrong size ordered,970.65,Processed
RET000384,ORD0103694,SKU001012,2026-03-25,arrived damaged!!,826.26,Processed
RET000385,ORD0075198,SKU007507,2025-05-16,SIZE PROBLEM,1529.65,Pending
RET000386,ORD0051852,SKU010307,2025-11-07,quality not as expected,574.42,Processed
RET000387,ORD0108651,SKU006822,2025-07-20,SIZE PROBLEM,793.25,Processed
RET000388,ORD0048275,SKU004826,2026-05-29,Delayed delivery,2182.9,Processed
RET000389,ORD0071401,SKU000196,2025-05-12,not durable,80.43,Processed
RET000390,ORD0033579,SKU012116,2025-05-21,didnt fit,407.11,Processed
RET000391,ORD0076083,SKU011769,2025-03-05,Doesn't fit properly,290.1,Processed
RET000392,ORD0005136,SKU006305,2025-12-18,fabric quality bad,956.36,Processed
RET000393,ORD0080827,SKU001332,2025-01-31,ordered by mistake,1514.38,Processed
RET000394,ORD0110034,SKU006638,2025-05-26,not as described,568.06,Processed
RET000395,ORD0007014,SKU008537,2025-05-25,defective piece,341.06,Processed
RET000396,ORD0030464,SKU010716,2026-12-19,poor quality,2804.2,Processed
RET000397,ORD0022766,SKU001137,2026-11-18,dont want it now,493.81,Processed
RET000398,ORD0000713,SKU008763,2026-02-20,packaging torn item broken,597.7,Processed
RET000399,ORD0098868,SKU003015,2026-07-13,arrived damaged!!,701.31,Processed
RET000400,ORD0111902,SKU009149,2025-11-04,SIZE PROBLEM,147.18,Processed
RET000401,ORD0003890,SKU002151,2025-12-29,stopped working after a day,89.9,Processed
RET000402,ORD0098499,SKU007878,2025-07-23,found cheaper elsewhere,687.13,Processed
RET000403,ORD0040679,SKU003420,2025-04-21,Size issue,531.47,Processed
RET000404,ORD0107271,SKU000742,2026-02-17,wrong item sent,434.74,Processed
RET000405,ORD0075065,SKU002291,2025-07-26,not working,2385.96,Processed
RET000406,ORD0013834,SKU009209,2025-12-22,different sku received,1410.76,Processed
RET000407,ORD0035520,SKU004650,2026-01-08,not durable,1098.56,Processed
RET000408,ORD0006773,SKU007749,2025-11-06,broken on arrival,136.49,Processed
RET000409,ORD0053153,SKU006927,2025-06-25,product was cracked,485.5,Processed
RET000410,ORD0032456,SKU010226,2025-11-25,size too small,143.89,Processed
RET000411,ORD0046712,SKU006200,2025-03-31,didnt fit,633.76,Processed
RET000412,ORD0108116,SKU008231,2025-02-03,Size issue,343.37,Pending
RET000413,ORD0059574,SKU006876,2025-08-25,Quality issue,299.86,Pending
RET000414,ORD0003929,SKU002530,2026-04-09,product was cracked,496.37,Processed
RET000415,ORD0084583,SKU000415,2025-07-07,Damaged in transit,350.65,Processed
RET000416,ORD0018262,SKU011576,2025-11-23,Doesn't fit properly,588.93,Pending
RET000417,ORD0000467,SKU006756,2026-11-26,quality not as expected,1373.28,Processed
RET000418,ORD0025531,SKU000859,2026-01-21,size too small,715.9,Processed
RET000419,ORD0033017,SKU009355,2026-05-04,not as described,636.44,Processed
RET000420,ORD0046162,SKU001518,2026-11-01,Not what I ordered,655.34,Processed
RET000421,ORD0092182,SKU009262,2026-05-09,wrong item sent,1694.35,Processed
RET000422,ORD0033948,SKU010765,2025-12-17,wrong size ordered,283.33,Processed
RET000423,ORD0109780,SKU006456,2025-07-24,product was cracked,110.46,Processed
RET000424,ORD0083941,SKU002824,2025-03-29,size too small,1176.53,Pending
RET000425,ORD0060593,SKU000050,2026-01-17,quality not as expected,597.69,Processed
RET000426,ORD0057060,SKU008802,2026-04-09,arrived damaged!!,894.16,Processed
RET000427,ORD0107352,SKU010543,2026-03-20,misleading description,929.53,Processed
RET000428,ORD0118758,SKU009391,2025-08-26,item damaged,906.52,Processed
RET000429,ORD0096840,SKU004840,2025-12-10,colour different from image,2118.47,Processed
RET000430,ORD0071717,SKU005150,2026-02-04,wrong size ordered,977.48,Processed
RET000431,ORD0099950,SKU012135,2026-03-10,quality not as expected,540.87,Processed
RET000432,ORD0056849,SKU009735,2025-08-04,colour different from image,431.75,Processed
RET000433,ORD0096563,SKU012257,2026-12-09,defective piece,120.86,Processed
RET000434,ORD0072251,SKU012037,2025-11-02,Damaged in transit,282.3,Processed
RET000435,ORD0067678,SKU009117,2026-04-13,item damaged,1068.48,Pending
RET000436,ORD0098132,SKU008457,2026-11-21,product was cracked,189.5,Processed
RET000437,ORD0011040,SKU006586,2025-02-15,poor quality,1815.27,Processed
RET000438,ORD0036957,SKU000725,2026-02-04,Size issue,1147.98,Processed
RET000439,ORD0104020,SKU009081,2025-12-15,delivered too late,804.25,Pending
RET000440,ORD0000896,SKU003893,2025-04-16,wrong size ordered,313.57,Processed
RET000441,ORD0118773,SKU007311,2025-07-21,product was cracked,804.8,Processed
RET000442,ORD0095245,SKU010918,2026-02-01,cheap material,1279.76,Processed
RET000443,ORD0097245,SKU011725,2025-10-26,not working,388.59,Processed
RET000444,ORD0085837,SKU006622,2025-03-05,quality not as expected,349.54,Processed
RET000445,ORD0095695,SKU001896,2026-04-20,SIZE PROBLEM,290.4,Processed
RET000446,ORD0029853,SKU008405,2025-06-20,wrong colour delivered,3060.54,Processed
RET000447,ORD0016128,SKU004081,2026-01-17,didnt fit,626.99,Rejected
RET000448,ORD0078357,SKU004296,2026-04-27,Not what I ordered,225.05,Processed
RET000449,ORD0033231,SKU011132,2025-08-13,Doesn't fit properly,287.36,Pending
RET000450,ORD0023129,SKU002357,2025-09-12,quality not as expected,2675.56,Processed
RET000451,ORD0025879,SKU005053,2026-04-10,fabric quality bad,192.22,Rejected
RET000452,ORD0116768,SKU008795,2026-06-29,received different product,350.37,Processed
RET000453,ORD0086741,SKU011340,2025-07-01,Doesn't fit properly,1257.53,Processed
RET000454,ORD0088276,SKU006671,2025-06-09,arrived damaged!!,508.99,Rejected
RET000455,ORD0066052,SKU001601,2026-04-26,broken on arrival,634.45,Processed
RET000456,ORD0021032,SKU009890,2025-05-21,didnt fit,704.42,Processed
RET000457,ORD0047579,SKU010859,2026-02-21,Not what I ordered,554.37,Processed
RET000458,ORD0042255,SKU003405,2026-01-26,received different product,374.58,Processed
RET000459,ORD0071934,SKU005295,2025-06-02,poor quality,408.69,Processed
RET000460,ORD0012563,SKU011616,2025-07-16,fabric quality bad,1764.17,Processed
RET000461,ORD0009191,SKU009392,2025-12-05,packaging torn item broken,477.03,Processed
RET000462,ORD0012499,SKU008205,2025-01-25,wrong item sent,297.61,Processed
RET000463,ORD0060633,SKU010083,2025-09-11,changed my mind,1127.43,Processed
RET000464,ORD0078886,SKU004262,2025-10-01,wrong colour delivered,509.08,Processed
RET000465,ORD0076618,SKU005838,2025-12-02,looks different online,1798.13,Processed
RET000466,ORD0089684,SKU005429,2025-09-26,poor quality,1529.16,Processed
RET000467,ORD0049935,SKU011888,2025-08-20,Quality issue,351.47,Processed
RET000468,ORD0106674,SKU011707,2026-07-09,Damaged in transit,1418.7,Rejected
RET000469,ORD0057048,SKU009937,2025-11-02,not durable,2865.57,Processed
RET000470,ORD0119457,SKU003658,2026-04-16,cheap material,4775.49,Processed
RET000471,ORD0056892,SKU007478,2025-07-23,SIZE PROBLEM,192.8,Processed
RET000472,ORD0079319,SKU011239,2026-05-04,SIZE PROBLEM,2102.49,Processed
RET000473,ORD0022974,SKU002744,2025-06-15,different sku received,402.77,Processed
RET000474,ORD0113480,SKU003346,2025-02-06,didnt fit,452.52,Pending
RET000475,ORD0016303,SKU011951,2025-04-07,Damaged in transit,333.29,Processed
RET000476,ORD0044962,SKU004817,2026-07-18,didnt fit,384.25,Processed
RET000477,ORD0028053,SKU009497,2025-12-27,broken on arrival,157.08,Rejected
RET000478,ORD0027645,SKU002547,2026-07-07,didnt fit,5273.47,Processed
RET000479,ORD0106221,SKU002426,2026-05-13,no longer needed,761.39,Processed
RET000480,ORD0057794,SKU000394,2025-12-22,wrong item sent,817.36,Processed
RET000481,ORD0030404,SKU007262,2026-04-09,Doesn't fit properly,970.88,Rejected
RET000482,ORD0003742,SKU008278,2025-08-16,misleading description,120.32,Processed
RET000483,ORD0042485,SKU003870,2026-02-18,stopped working after a day,530.85,Processed
RET000484,ORD0029923,SKU009489,2025-08-23,delivered too late,398.58,Processed
RET000485,ORD0087823,SKU010529,2025-06-14,cheap material,817.25,Processed
RET000486,ORD0099327,SKU001139,2026-12-06,different sku received,547.52,Pending
RET000487,ORD0060967,SKU005500,2025-08-13,wrong item sent,1677.01,Processed
RET000488,ORD0094052,SKU005469,2025-11-27,Size issue,214.83,Processed
RET000489,ORD0034424,SKU008697,2026-02-21,not durable,934.26,Processed
RET000490,ORD0065188,SKU002925,2026-05-19,wrong size ordered,592.76,Pending
RET000491,ORD0101246,SKU007667,2026-04-27,device faulty,422.56,Processed
RET000492,ORD0055505,SKU009552,2025-08-07,Size issue,980.1,Processed
RET000493,ORD0004921,SKU007777,2025-11-18,different from website photo,233.93,Rejected
RET000494,ORD0030012,SKU006216,2026-03-12,not as described,280.11,Processed
RET000495,ORD0100305,SKU003720,2026-02-02,battery dead,1084.22,Processed
RET000496,ORD0062375,SKU006606,2026-05-08,wrong size ordered,1611.46,Processed
RET000497,ORD0105813,SKU001251,2026-07-10,arrived damaged!!,682.2,Pending
RET000498,ORD0055564,SKU003561,2025-11-02,late delivery no longer needed,241.06,Processed
RET000499,ORD0087235,SKU009096,2025-11-24,different sku received,277.06,Pending
RET000500,ORD0070379,SKU006936,2026-12-04,not durable,665.13,Processed
RET000501,ORD0015296,SKU003809,2025-02-20,not as described,1297.48,Processed
RET000502,ORD0001802,SKU002608,2025-12-01,didnt fit,481.72,Processed
RET000503,ORD0072499,SKU005076,2025-06-16,wrong item sent,1243.3,Processed
RET000504,ORD0037042,SKU005292,2026-12-09,wrong colour delivered,3917.06,Pending
RET000505,ORD0099888,SKU009336,2025-11-14,not durable,607.58,Processed
RET000506,ORD0037242,SKU004438,2026-02-28,too tight,96.42,Processed
RET000507,ORD0052008,SKU009290,2026-11-27,different from website photo,1054.6,Processed
RET000508,ORD0016303,SKU008199,2025-04-20,misleading description,502.46,Processed
RET000509,ORD0005603,SKU005996,2025-06-27,not durable,383.93,Processed
RET000510,ORD0072251,SKU010699,2025-10-25,Damaged in transit,418.59,Processed
RET000511,ORD0093966,SKU007892,2026-03-18,Not what I ordered,2575.87,Processed
RET000512,ORD0108977,SKU000889,2025-08-05,not durable,777.11,Processed
RET000513,ORD0007995,SKU009261,2026-06-13,Delayed delivery,985.88,Processed
RET000514,ORD0020136,SKU007571,2026-01-29,quality not as expected,1208.08,Processed
RET000515,ORD0108340,SKU006012,2026-10-29,size too small,579.76,Processed
RET000516,ORD0030876,SKU003164,2025-03-24,Damaged in transit,380.68,Processed
RET000517,ORD0042223,SKU000212,2025-06-06,different from website photo,1299.26,Processed
RET000518,ORD0101514,SKU011070,2025-06-24,Size issue,1922.63,Pending
RET000519,ORD0047789,SKU010032,2026-01-01,size chart misleading,469.37,Processed
RET000520,ORD0104588,SKU009894,2025-02-17,looks different online,345.7,Processed
RET000521,ORD0118400,SKU009487,2025-08-05,quality not as expected,197.56,Pending
RET000522,ORD0011035,SKU004120,2025-05-20,no longer needed,2160.56,Processed
RET000523,ORD0073263,SKU005760,2025-12-05,late delivery no longer needed,637.71,Processed
RET000524,ORD0119121,SKU005088,2025-02-03,wrong size ordered,397.74,Processed
RET000525,ORD0037887,SKU000231,2026-02-17,cheap material,1012.49,Processed
RET000526,ORD0085972,SKU009102,2026-03-21,looks different online,1619.4,Processed
RET000527,ORD0010860,SKU002673,2025-10-09,late delivery no longer needed,856.22,Processed
RET000528,ORD0065780,SKU001830,2026-06-03,cheap material,334.07,Processed
RET000529,ORD0087753,SKU007418,2025-09-04,different sku received,241.59,Pending
RET000530,ORD0079480,SKU003518,2026-11-30,received different product,285.64,Processed
RET000531,ORD0075278,SKU006944,2025-05-19,wrong size ordered,405.82,Processed
RET000532,ORD0023014,SKU007052,2025-04-12,wrong size ordered,422.11,Processed
RET000533,ORD0013307,SKU011917,2026-03-04,delivered too late,496.96,Processed
RET000534,ORD0013879,SKU001727,2025-08-03,quality not as expected,716.86,Processed
RET000535,ORD0116989,SKU000045,2026-03-17,arrived damaged!!,176.8,Processed
RET000536,ORD0082009,SKU006737,2026-01-27,too tight,226.57,Processed
RET000537,ORD0067402,SKU011612,2025-12-15,looks different online,862.11,Processed
RET000538,ORD0077139,SKU011902,2025-12-02,didnt fit,1185.63,Processed
RET000539,ORD0004064,SKU006355,2026-05-27,packaging torn item broken,792.53,Processed
RET000540,ORD0061122,SKU011004,2025-10-27,item damaged,275.11,Processed
RET000541,ORD0119758,SKU003557,2025-03-01,SIZE PROBLEM,134.9,Rejected
RET000542,ORD0093810,SKU006970,2025-11-21,received different product,320.73,Processed
RET000543,ORD0067709,SKU010520,2025-11-06,packaging torn item broken,465.28,Processed
RET000544,ORD0076724,SKU012104,2026-04-09,changed my mind,1653.94,Processed
RET000545,ORD0096323,SKU010690,2026-04-23,packaging torn item broken,169.12,Processed
RET000546,ORD0071337,SKU009416,2026-03-26,wrong colour delivered,455.84,Processed
RET000547,ORD0086113,SKU012254,2025-02-06,quality not as expected,290.47,Processed
RET000548,ORD0111986,SKU004566,2025-09-27,arrived damaged!!,276.36,Rejected
RET000549,ORD0117745,SKU009076,2025-11-21,broken on arrival,145.14,Processed
RET000550,ORD0020294,SKU005839,2026-05-09,found cheaper elsewhere,342.08,Processed
RET000551,ORD0079781,SKU001129,2026-06-03,Delayed delivery,1414.04,Processed
RET000552,ORD0019998,SKU001468,2025-08-29,product was cracked,1930.6,Processed
RET000553,ORD0051335,SKU008477,2025-11-05,size chart misleading,606.17,Pending
RET000554,ORD0007402,SKU006892,2026-05-16,didnt fit,838.26,Processed
RET000555,ORD0027168,SKU008292,2025-03-07,Damaged in transit,830.82,Rejected
RET000556,ORD0026921,SKU004560,2026-04-16,Size issue,1599.08,Processed
RET000557,ORD0041267,SKU010487,2025-01-30,arrived damaged!!,2109.57,Processed
RET000558,ORD0078324,SKU000851,2025-05-28,not durable,597.71,Processed
RET000559,ORD0053509,SKU004848,2026-11-17,cheap material,194.53,Processed
RET000560,ORD0000146,SKU000761,2026-01-29,not durable,1587.47,Processed
RET000561,ORD0065341,SKU000761,2025-07-05,different sku received,800.36,Pending
RET000562,ORD0049725,SKU011362,2025-05-10,changed my mind,993.54,Processed
RET000563,ORD0043403,SKU004355,2025-02-01,Damaged in transit,619.12,Processed
RET000564,ORD0106671,SKU000842,2026-04-22,late delivery no longer needed,1244.72,Rejected
RET000565,ORD0119420,SKU009263,2026-03-26,size chart misleading,132.11,Pending
RET000566,ORD0002863,SKU007088,2025-09-24,Doesn't fit properly,295.8,Processed
RET000567,ORD0099339,SKU010922,2025-09-25,found cheaper elsewhere,489.5,Pending
RET000568,ORD0077230,SKU009008,2025-04-15,delivered too late,214.05,Processed
RET000569,ORD0068525,SKU007563,2025-05-26,size chart misleading,969.93,Processed
RET000570,ORD0038512,SKU003277,2025-03-21,not working,547.8,Processed
RET000571,ORD0015845,SKU002743,2025-07-07,Doesn't fit properly,627.43,Processed
RET000572,ORD0085459,SKU006577,2025-02-04,delivered too late,661.45,Processed
RET000573,ORD0081363,SKU012382,2025-07-22,product was cracked,1619.71,Processed
RET000574,ORD0030848,SKU005804,2026-03-16,ordered by mistake,207.28,Processed
RET000575,ORD0060482,SKU001040,2025-09-14,wrong colour delivered,349.53,Processed
RET000576,ORD0050132,SKU006899,2025-04-30,no longer needed,192.36,Processed
RET000577,ORD0009191,SKU009441,2025-12-07,size too small,1910.7,Processed
RET000578,ORD0003643,SKU011418,2025-06-27,too tight,487.17,Processed
RET000579,ORD0010696,SKU012327,2025-05-11,Damaged in transit,496.2,Processed
RET000580,ORD0039132,SKU002122,2025-12-09,poor quality,1840.31,Pending
RET000581,ORD0010735,SKU004519,2025-03-13,broken on arrival,413.6,Processed
RET000582,ORD0067211,SKU001922,2025-10-13,Damaged in transit,1374.8,Processed
RET000583,ORD0105186,SKU000401,2025-03-03,ordered by mistake,1189.28,Processed
RET000584,ORD0036060,SKU001800,2025-07-05,item damaged,421.12,Processed
